dialogue_id,movie_title,movie_id,character_name,house,species,dialogue,dialogue_length
194,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Excuse me! C-could you tell me how to-,38
195,Harry Potter and the Philosopher's Stone,1,Molly Weasley,Gryffindor,Human,"How to get on the platform? Yes, not to worry, dear. It's Ron's first time to Hogwarts as well.  Now, all you've got to do is walk straight at the wall between platforms 9 and 10. Best do it at a bit of a run if you're nervous.",227
196,Harry Potter and the Philosopher's Stone,1,Ginny Weasley,Gryffindor,Human,Good luck.,10
197,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Excuse me, do you mind? Everywhere else is full.",48
198,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"No, not at all.",15
199,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"I'm Ron, by the way. Ron Weasley.",33
200,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,I'm Harry. Harry Potter.,24
201,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"So-so it's true? I mean, do you really have the...the...",56
202,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,The what?,9
203,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Scar...?,8
204,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Oh,2
205,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Wicked.,7
206,Harry Potter and the Philosopher's Stone,1,Woman,Unknown,Human,"Anything off the trolley, dears?",32
207,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"No, thanks, I'm all set.",24
208,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,We'll take the lot!,19
209,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Whoa!,5
210,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Bertie Bott's Every Flavour Beans?,34
211,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",151
212,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"These aren't real chocolate frogs, are they?",44
213,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with.",208
214,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,I got Dumbledore!,17
215,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,I got about 6 of him.,21
216,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"Hey, he's gone!",15
217,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",110
218,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,A little.,9
219,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Fred gave me a spell as to turn him yellow. Want to see?,56
220,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Yeah!,5
221,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Ahem. Sun-,10
222,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,Has anyone seen a toad? A boy named Neville's lost one.,55
223,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,No.,3
224,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,"Oh, are you doing magic? Let's see then.",40
225,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Sunshine, daises, butter mellow, turn this stupid fat rat yellow!",65
226,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",282
227,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,I'm...Ron Weasley.,18
228,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.",151
229,Harry Potter and the Philosopher's Stone,1,Rubeus Hagrid,Gryffindor,Half-Human/Half-Giant,"Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!",94
230,Harry Potter and the Philosopher's Stone,1,Rubeus Hagrid,Gryffindor,Half-Human/Half-Giant,"Hello, Harry.",13
231,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"Hey, Hagrid.",12
232,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Whoaa!,6
233,Harry Potter and the Philosopher's Stone,1,Rubeus Hagrid,Gryffindor,Half-Human/Half-Giant,"Right then. This way to the boats! Come on, now, follow me.",59
235,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,"Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you're here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup.",463
236,Harry Potter and the Philosopher's Stone,1,Neville Longbottom,Gryffindor,Human,Trevor!  Sorry.,15
237,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,The sorting ceremony will begin momentarily.,44
238,Harry Potter and the Philosopher's Stone,1,Draco Malfoy,Slytherin,Human,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don't want to go making friends with the wrong sort. I can help you there.",406
239,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"I think I can tell who the wrong sort are for myself, thanks.",61
240,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,We're ready for you now. Follow me.,35
241,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,"It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History.",115
242,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words.",107
243,Harry Potter and the Philosopher's Stone,1,Albus Dumbledore,Gryffindor,Human,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you.",339
244,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger.",146
245,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,"Oh, no. Okay, relax.",20
246,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Mental that one, I'm telling you.",33
247,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,"Ah, right then...hmm...right. Okay...Gryffindor!!",49
248,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,Draco Malfoy.,13
249,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,SLYTHERIN!,10
250,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,There isn't a witch or wizard who went bad who wasn't in Slytherin.,67
251,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,Susan Bones.,12
252,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Ahh!,4
253,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Harry, what is it?",18
254,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"Nothing... nothing, I'm fine.",29
255,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,Let's see...I know...Hufflepuff!,32
256,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,Ronald Weasley.,15
257,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,Ha! Another Weasley. I know just what to do with you... Gryffindor!!,68
258,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,Harry Potter.,13
259,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,"Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?",159
260,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Not Slytherin. Not Slytherin.,29
261,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,"Not Slytherin, eh? Are you sure? You could be great, you know. It's all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?",176
262,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,Not Slytherin...anything but Slytherin.,39
263,Harry Potter and the Philosopher's Stone,1,Sorting Hat,Unknown,Human,"Well, if you're sure... better be... GRYFFINDOR!!",49
264,Harry Potter and the Philosopher's Stone,1,Fred Weasley,Gryffindor,Human,We got Potter! We got Potter!,29
265,Harry Potter and the Philosopher's Stone,1,George Weasley,Gryffindor,Human,We got Potter! We got Potter!,29
266,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,"Your attention, please.",23
267,Harry Potter and the Philosopher's Stone,1,Albus Dumbledore,Gryffindor,Human,Let the feast...begin.,22
269,Harry Potter and the Philosopher's Stone,1,Seamus Finnigan,Gryffindor,Human,I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.,100
270,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"Say, Percy, who's that teacher talking to Professor Quirrell?",61
271,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"Oh, that's Professor Snape, head of Slytherin house.",52
272,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,What's he teach?,16
273,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell's job for years.,100
274,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,Ahh!,4
275,Harry Potter and the Philosopher's Stone,1,Nearly Headless Nick,Gryffindor,Ghost,Hello! How are you? Welcome to Gryffindor.,42
276,Harry Potter and the Philosopher's Stone,1,Bloody Baron,Slytherin,Ghost,Whoo-hoo-hoo!,13
277,Harry Potter and the Philosopher's Stone,1,Girl,Unknown,Human,"Look, it's the Bloody Baron!",28
278,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"Hello, Sir Nicholas. Have a nice summer?",40
279,Harry Potter and the Philosopher's Stone,1,Nearly Headless Nick,Gryffindor,Ghost,"Dismal. Once again, my request to join the headless hunt has been denied.",73
280,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,I know you! You're Nearly Headless Nick!,40
281,Harry Potter and the Philosopher's Stone,1,Nearly Headless Nick,Gryffindor,Ghost,I prefer Sir Nicholas if you don't mind.,40
282,Harry Potter and the Philosopher's Stone,1,Hermione Granger,Gryffindor,Human,Nearly headless? How can you be nearly headless?,48
283,Harry Potter and the Philosopher's Stone,1,Nearly Headless Nick,Gryffindor,Ghost,Like this.,10
285,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"Gryffindors, follow me, please. Keep up. Thank you.",51
286,Harry Potter and the Philosopher's Stone,1,Boy,Unknown,Human,"Ravenclaws, follow me. This way.",32
287,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change.",109
288,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"Keep up, please, and follow me. Quickly now, come on. Come on.",62
289,Harry Potter and the Philosopher's Stone,1,Neville Longbottom,Gryffindor,Human,"Seamus, that picture's moving!",30
290,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Look at that one, Harry!",24
291,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,I think she fancies you.,24
292,Harry Potter and the Philosopher's Stone,1,Girl,Unknown,Human,"Oh, look! Look! Who's that girl?",32
293,Harry Potter and the Philosopher's Stone,1,Shrunken head,Unknown,Human,Welcome to Hogwarts.,20
294,Harry Potter and the Philosopher's Stone,1,Girl,Unknown,Human,Who's that?,11
295,Harry Potter and the Philosopher's Stone,1,The Fat Lady,Unknown,Human,Password?,9
296,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"Caput Draconis.  Follow me, everyone. Keep up, quickly, come on.",64
297,Harry Potter and the Philosopher's Stone,1,Girl,Unknown,Human,"Oh, wow.",8
298,Harry Potter and the Philosopher's Stone,1,Percy Weasley,Gryffindor,Human,"Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up.",203
299,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",80
300,Harry Potter and the Philosopher's Stone,1,Ron Weasley,Gryffindor,Human,That was bloody brilliant.,26
301,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time.",158
302,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,We got lost.,12
303,Harry Potter and the Philosopher's Stone,1,Minerva McGonagall,Gryffindor,Human,Then perhaps a map? I trust you don't need one to find your seats.,66
304,Harry Potter and the Philosopher's Stone,1,Severus Snape,Slytherin,Human,"There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?",780
305,Harry Potter and the Philosopher's Stone,1,Harry Potter,Gryffindor,Human,"I don't know, sir.",18
306,Harry Potter and the Philosopher's Stone,1,Severus Snape,Slytherin,Human,And what is the difference between monkshood and wolfbane?,58
308,Harry Potter and the Philosopher's Stone,1,Severus Snape,Slytherin,Human,"Pity. Clearly, fame isn't everything...  is it, Mr. Potter?",59
